Name,Text,Pre2022,Length
A Living Remedy by Nicole Chung,"My mothers oncologist recommended that she undergo chemotherapy just to be sure, but the prognosis, we were both assured, was excellent. Her treatments would be covered by Medicare, which she had just qualified for based on age, sparing her one worry, at leastthere was no mountain of medical debt waiting on the other side of this crisis. The doctors said that after this I should be cured, she told me.",0,small
A Living Remedy by Nicole Chung,"Relieved, I let my parents draw me into conversation about the kids. I had been so focused on getting my father to see a doctor, any doctor, that it was difficult for me to think beyond the promised appointment. Even after all Id heard about how sick he was, I couldnt imagine that he might be facing anything like his mothers illness, one that would render him a permanent patient and change my parents lives yet again.",0,small
A Living Remedy by Nicole Chung,"I imagine one of them in the hospital, struggling to breathe, confused, terrified, alone. And that is always where my mind spins to a stop. As the days go by and virtual work and learning continue, our childrens discontent hardens into bored resignation. I start polling others about what I should do, partly because it is so hard to trust my own sanity and judgment.",0,small
A Living Remedy by Nicole Chung,"When the kids and I call her another day, she is looking more like her old self, perhaps because shes wearing her glassesnearsighted as she is without them, Ive noticed she rarely has them on for our video callsand one of my fathers old Cleveland Browns T-shirts. I can tell that she is weak, and she has lost more weight, though she says that she still eats well.",0,small
A Living Remedy by Nicole Chung,"She sheepishly tells me that she used some of the money I gave her to buy new mini blinds. Thats perfect! I say. I dont care how she spends it, as long as its useful. Its hard for either of us to imagine her remarrying, or wanting to remarry. But as she begins to plan the next stage of her life without my father, I realize that I can picture her living out her own days in peaceand, more important, it seems that she can as well.",0,small
A Living Remedy by Nicole Chung,"All I can think about is how, at the end, I wasnt with her. She was the kind of mother who deserved to have her child there when she died. Knowing that I had her steadfast support, that she loved and believed in me no matter what, made me so much braver than I would have been otherwise. It made risks feel smaller; it made it possible for me to trust myself a little more.",0,small
A Living Remedy by Nicole Chung,"We cant wait to see the life youll build together. They never saw me as choosing one kind of family over another, one dream or one life over another. They could not imagine a future in which I did not pursue everything I wanted. * * * We drove all over the region with my parents that week, taking advantage of the good weather and the timing of our trip; mountain roads that would have been impassable during the winter months were clear and open in early fall, and the occasional drizzle didnt deter us.",0,small
A Living Remedy by Nicole Chung,"In her expression I read compassion, sadness, weariness. A deep well of concern. Her face was the first I ever glimpsed that looked anything like minefrom the moment of her birth, I knew that I was not alone. Now nearly twelve, she never resembles me more than when her steady brown eyes, my eyes, are like this, serious and appraising. She has always been her own person, frequently leaving me, the person who birthed her, wondering where she came from and who she will be.",0,small
A Living Remedy by Nicole Chung,"We would still belong to each other, but we would come to know one another differently in separation, in parting after parting. I didnt know what it would mean to leave, wouldnt begin to grasp it until my last night in my little blue childhood bedroom, a few months later, when I found I couldnt sleep for terror and wonder. I had spent most of my life in a small house in a small town, a Korean adoptee who knew I was loved but often felt as though I were living a life meant for someone else.",0,small
A Living Remedy by Nicole Chung,"You walked your path, you stayed faithful in your own way, and thats all I can ask. And who knows, she adds, maybe, after Im gone, well meet in prayer from time to time. Like the saints did. I hold her as tight as I dare, both of us now weeping. It is the first time in weeks, months, maybe years, that I have felt more like her child than a parent.",0,small
A Living Remedy by Nicole Chung,"More than once, I thought of what my mother said when she got Buster: Hes good for me. He gets me out of the house. No matter how I feel or what I want, I have to take him for his walk. Im never alone anymore. In the last weeks of her life, Buster was always with her, curled up beside her in the hospital bed.",0,small
A Living Remedy by Nicole Chung,"I hear her voice speaking to me. And though my father felt so far from me after he died, he no longer feels so distant, lost beyond my reachits as if she has given a part of him back to me now that they are wherever they are, together, my ancestors by love and choice if not by blood. * * * In October, on what would have been my mothers sixty-ninth birthday, I write her a letter and buy a nice meal to eat at home with my familynothing fancy, nothing my mom had ever made for me, just something I know she would have enjoyed.",0,small
A Living Remedy by Nicole Chung,"It also feels as though Id be abandoning a household in shambles if I left. While Dan and I are both working from home now, as a scientist he is considered essential personnel and expects hell need to go back in eventually, and its not easy for either of us to get a full days work done with schools closed. It gets harder still when remote learning begins in earnest; our kids are grieving, isolated, irritable, and bored, and the last thing they want is to be assigned hours of busywork on a Chromebook.",0,small
A Living Remedy by Nicole Chung,"Then I would fly back home and it would hit me anew, that cold prickle of awareness somewhere between my shoulder blades. I felt small and somehow trapped whenever I returned, as though I wouldnt be allowed to leave, even though I was only a visitor now, the interloper Id always looked like. My visits got shorter and shorter, and it was impossible to ignore the mingled guilt and relief I felt every time I boarded a flight headed east.",0,small
A Living Remedy by Nicole Chung,"But the chest tightness was a symptom of anxietylike the tension headaches that came and went, the perpetual stiffness in my neck and shoulders, the faint twitch under my left eye, the unsettled stomach that sometimes made it hard to eat. I wasnt having the sort of breakdown Id once imagined, one announced in more obvious signs of distress: trembling, shortness of breath, a sudden elevated heart rate, dizziness or weakness or chills.",0,small
A Living Remedy by Nicole Chung,"I was better at hiding my diary, but my mother always found it eventually. No matter how many hours my parents might have spent wondering and watching me write, Im willing to bet they didnt give much thought to the notion that I might one day publish a memoir. I never quoted Czesaw Miosz to themWhen a writer is born into a family, the family is finishedthough I was tempted to do so, once or twice, as a joke.",0,small
A Living Remedy by Nicole Chung,"I checked on friends and acquaintances and tried to call my aunt, who had inherited my parents house after my mother died. When I didnt get an answer, I texted Paula, who confirmed that she, her husband, and my aunt were safeand so was Buster. They were all hunkered down at Paulas, in sight of the flames but hoping they wouldnt need to evacuate.",0,small
A Living Remedy by Nicole Chung,"Even before she spoke, I understood that my question was an intrusion on her hard-won peace, a knock she wasnt ready to answer. I dont need to talk about having cancer, Nicole, she told me. I lived through it. She did live through it. The breast cancer never returned. But her illness, the first serious one of her life, was a turning point for our family, an upheaval from which there would be no lasting recovery.",0,small
A Living Remedy by Nicole Chung,"It took me a while to find my way home. Everyone else was asleep when I crept in, and I was relieved that I wouldnt need to face them yet. I crawled into bed and slept for a few hours before waking to the sound of Dan, Cindy, and Rick helping the kids get breakfast. I got dressed, found the car keys, and snuck out the back door without a word to anyonewhich, I supposed, I could add to the growing list of things I would need to apologize for.",0,small
A Day of Fallen Night by Samantha Shannon,"Wulf said, Was I really the only one who lived? It appears so. The rest were burned, drowned or frozen. I sent divers and ships to look. He closed his eyes. The Plague of fandauth is spreading, Einlek said. The Nameless One brought a sickness from the Womb of Fire, a plague that beset the people of Yikala. It must have returned. Whatever attacked our king, we can be sure it serves our enemy. We will fight. Nothing could defeat it, sire. No blade could have pierced its hide. And no Hrthi dies a feather death, Einlek said firmly. You were my uncles retainer.",0,medium
A Day of Fallen Night by Samantha Shannon,"I cling to faith as flame clings to a wick already curled and black. The Mother will see us through this, Esbar. The Priory, perhaps. What of you and I? Tunuva had never thought she would feel truly cold again, until Esbar uqNra asked her that question. That decision must be yours. Her throat constricted as she spoke. Nothing has changed for me. Esbar sank deeper into the chair. All these years I have watched you grieve, she said, and when you had hope, I failed to fan it. I was only afraid it was false hope, Tuva. You thought you were doing the right thing.",0,medium
A Day of Fallen Night by Samantha Shannon,"After four years of Hran rule, the city still appeared Lacustrine, though the tents beyond its wall served as a strong reminder of the conquest. Furtia and Nayimathun landed near the High Perch. The stronghold bestrode a crag to the west, its sloping walls made tall and smooth. Oxen and horses, eagles and dragons pranced across its roofs, and a sun and moon gleamed on the doors, to be parted down the middle when they opened. The sheer mountains towered behind, offering an outlook worthy of the gods. Snow blew from the mountains, smoke from fires and bloomeries. Dumai climbed down.",0,medium
A Day of Fallen Night by Samantha Shannon,"In exchange for his blade, the knight of Inysca had two conditions. First, he would see the people of Lasia convert to his new religion of Six Virtues. And second, when he returned to his own country, he would have Cleolind as his bride. Siyu stopped to clear her throat. Tunuva passed her a goblet of walnut milk, which she drank. And what then? Tunuva asked her. What did Cleolind say? When Siyu lay back down, she rested her head against Tunuva. She told her father to banish the knight, Siyu said. Desperate though their city was, she would not see her people on their knees for a foreign king  but when she went to meet her death, the knight followed.",0,medium
A Day of Fallen Night by Samantha Shannon,"Glorian entered to find only three of the Dukes Spiritual waiting for her. Your Grace, Lady Brangain said quietly. They all dipped their heads. Forgive us for disturbing you at this hour. We thought it right that you heard as soon as possible. Where is the Lord Protector? Glorian asked her. He rode out with Lord Damud and Lady Gladwin before dawn. They are on their way to instruct the earls and barons of the northern provinces, so they can muster your people to defend our queendom. He should be back before long. What is it you need to tell me? There is no easy way to say this, Lade Edith said softly.",0,medium
A Day of Fallen Night by Samantha Shannon,"They have simply chosen to conserve their strength. Why did their strength wane? If a godsinger does not know the answer to that question, surely no one living does. An old boardwalk led into the lake, to the small island at its heart. The gods are benign, Emperor Jorodu said as they crossed, but they are not of our world. They prefer not to involve themselves in the politics and conflicts of humankind. Even if they were awake, they could not help us counter a threat like the Kuposa. That is why I needed you. Why have you brought me to this lake? I brought the elder of your two brothers first.",0,medium
A Day of Fallen Night by Samantha Shannon,"In the event of his death, the heir to Inys may wed another relative of Queen Rozaria of Yscalin  in the first or second degree, specifically  within the next month. Usually the clause is included because one of the parties has some illness, or partakes in dangerous pursuits, Lade Edith said. A sensible precaution. Prince Therico had a fragile constitution. Lord Randroth set the document in question on the table. Two members of the House of Vetalda who fit the description were, tragically, killed with him. However, there is another, who is free to wed. If you were to accept him, it would mean we could proceed as planned.",0,medium
A Day of Fallen Night by Samantha Shannon,"She did not have to stand here and try to outwit the River Lord. She did not have to become like him  and she had come so close, some days. This court had made her reckless, untrusting and hard; it had almost made her cruel. Now she remembered the godsinger of Mount Ipyeda, who had wished for nothing more than the life she already had. That godsinger had needed no throne to serve Kwiriki, or to help the people of Seiiki. After all, she had known Kwiriki before she ever set eyes on his throne. You are a kite, a rainbow, a rider.",0,medium
A Day of Fallen Night by Samantha Shannon,"Another silver Noziken. Dumai looked at them all, the whole belfry of courtiers. Her father had summoned her because she owed allegiance to no one. Now she saw that no one owed allegiance to her, either. I am alone. She stood at a great distance from herself. I am alone, with my foot in the fishnet. No, not alone. Outside, a dragon waited for her. The stone was tucked between her breasts. And when she heard the words in her head, they did not belong to a god, or a woman in a dream. It was her own voice. What are you doing? As that question filled her mind, a weight lifted.",0,medium
A Day of Fallen Night by Samantha Shannon,"Her first wild thought was that the gallery must have been walled up. Then the hanging was drawn back, and a stricken face appeared, cast into shadow. Who in Halgalant are you? Glorian demanded. Pain and embarrassment sharpened her voice. She had not thought to see anyone up here. The man  a young man, not much older than her  stared back at her in shock. My lady. Recovering, he lowered his head. Your pardon. Are you hurt? His accent was a flinty burr. She could have sworn it had the rime of the North on it. Hurt? Glorian snapped.",0,medium
A Day of Fallen Night by Samantha Shannon,"Gladwin Fynch (Lady Gladwin): Duchess of Temperance, descendant of the Knight of Temperance. Guma Vetalda (the Hermit of Hart Grove): High Prince of Yscalin and Duke of Kvuga, and twin brother of Rozaria III of Yscalin, born a few minutes after her. Uncle to the Donmato Alarico and granduncle to Princess Idrega and Prince Therico. He rules from the stronghold of Hart Grove and is the wealthiest man in Yscalin, thanks to the mines known collectively as the Ufarassus. Helisent Beck (Lady Helisent): A lady-in-waiting to Glorian Berethnet. Daughter of Lord Ordan Beck, the Dowager Earl of Goldenbirch. Idrega Vetalda: Princess of Yscalin and only daughter of the Donmato Alarico and his companion, Thederica Yelarigas.",0,medium
A Day of Fallen Night by Samantha Shannon,"I never understood what that meant before now. What if she used the same magic as Canthe? Esbar looked at it, her expression resolving. Hold the gate, she ordered their sisters. I need higher ground. Tunuva ran towards the cliffs with her. Royal tombs were carved into their western face. In their wake, the gates cracked open to let out a flood of Ersyri soldiers, roaring as they made a last foray. Those operating the catapults went up and down the cliffs on a wooden platform, pulled by chains. Esbar and Tunuva climbed on to it. Feeling their weight, someone above began to hoist them up, and as the platform swayed above the tombs, they saw the whole city, on fire from one end to the other.",0,medium
A Day of Fallen Night by Samantha Shannon,"Wulf grabbed whatever he could throw: weapons, two oars, a rack that must once have held meat, a table with a broken leg. With so many hands working together, the pile was soon high enough to give the creatures trouble breaking through. Fire archers came to set it ablaze. Its coming, a voice cried. The wyvern was back, and it had them all caught like fish in a net. Wulf looked up, his knees turning to slurry as he remembered Fredel. A harpoon ripped into it. The sound of its screech jolted him free. He stared as it rolled, like a foundering ship, and crashed down on a line of houses, blood spraying from under its wing.",0,medium
