Name,Text,Pre2022,Length
1984 by George Orwell,"They're boring, really. They only have six plots, but they swap them round a bit. Of course I was only on the kaleidoscopes. I was never in the Rewrite Squad. I'm not literary, dear--not even enough for that.' He learned with astonishment that all the workers in Pornosec, except the heads of the departments, were girls. The theory was that men, whose sex instincts were less controllable than those of women, were in greater danger of being corrupted by the filth they handled.",1,small
1984 by George Orwell,"He must leave in ten minutes. He had to be back at work by fourteen-thirty. Curiously, the chiming of the hour seemed to have put new heart into him. He was a lonely ghost uttering a truth that nobody would ever hear. But so long as he uttered it, in some obscure way the continuity was not broken. It was not by making yourself heard but by staying sane that you carried on the human heritage.",1,small
1984 by George Orwell,"'It's coffee,' he murmured, 'real coffee.' 'It's Inner Party coffee. There's a whole kilo here,' she said. 'How did you manage to get hold of all these things?' 'It's all Inner Party stuff. There's nothing those swine don't have, nothing. But of course waiters and servants and people pinch things, and--look, I got a little packet of tea as well.' Winston had squatted down beside her.",1,small
1984 by George Orwell,"Your worst enemy, he reflected, was your own nervous system. At any moment the tension inside you was liable to translate itself into some visible symptom. He thought of a man whom he had passed in the street a few weeks back; a quite ordinary-looking man, a Party member, aged thirty-five to forty, tallish and thin, carrying a brief-case. They were a few metres apart when the left side of the man's face was suddenly contorted by a sort of spasm.",1,small
1984 by George Orwell,"He was getting, he judged, three meals in the twenty-four hours; sometimes he wondered dimly whether he was getting them by night or by day. The food was surprisingly good, with meat at every third meal. Once there was even a packet of cigarettes. He had no matches, but the never-speaking guard who brought his food would give him a light. The first time he tried to smoke it made him sick, but he persevered, and spun the packet out for a long time, smoking half a cigarette after each meal.",1,small
1984 by George Orwell,"It was always very much the same. He was standing in front of a wall of darkness, and on the other side of it there was something unendurable, something too dreadful to be faced. In the dream his deepest feeling was always one of self-deception, because he did in fact know what was behind the wall of darkness. With a deadly effort, like wrenching a piece out of his own brain, he could even have dragged the thing into the open.",1,small
1984 by George Orwell,"He had given a quick glance up and down the street and then had slipped inside and bought the book for two dollars fifty. At the time he was not conscious of wanting it for any particular purpose. He had carried it guiltily home in his briefcase. Even with nothing written in it, it was a compromising possession. The thing that he was about to do was to open a diary.",1,small
1984 by George Orwell,"Nothing that he does is indifferent. His friendships, his relaxations, his behaviour towards his wife and children, the expression of his face when he is alone, the words he mutters in sleep, even the characteristic movements of his body, are all jealously scrutinized. Not only any actual misdemeanour, but any eccentricity, however small, any change of habits, any nervous mannerism that could possibly be the symptom of an inner struggle, is certain to be detected.",1,small
1984 by George Orwell,"'We shall meet in the place where there is no darkness,' O'Brien had said to him. He knew what it meant, or thought he knew. The place where there is no darkness was the imagined future, which one would never see, but which, by foreknowledge, one could mystically share in. But with the voice from the telescreen nagging at his ears he could not follow the train of thought further.",1,small
1984 by George Orwell,"In Oldspeak it is called, quite frankly, 'reality control'. In Newspeak it is called DOUBLETHINK, though DOUBLETHINK comprises much else as well. DOUBLETHINK means the power of holding two contradictory beliefs in one's mind simultaneously, and accepting both of them. The Party intellectual knows in which direction his memories must be altered; he therefore knows that he is playing tricks with reality; but by the exercise of DOUBLETHINK he also satisfies himself that reality is not violated.",1,small
1984 by George Orwell,"She had seemed to be not merely with him, but inside him. It was as though she had got into the texture of his skin. In that moment he had loved her far more than he had ever done when they were together and free. Also he knew that somewhere or other she was still alive and needed his help. He lay back on the bed and tried to compose himself.",1,small
A Game of Thrones by George R. R. Martin,"The stars were coming out. DAENERYS The heart was steaming in the cool evening air when Khal Drogo set it before her, raw and bloody. His arms were red to the elbow. Behind him, his bloodriders knelt on the sand beside the corpse of the wild stallion, stone knives in their hands. The stallion's blood looked black in the flickering orange glare of the torches that ringed the high chalk walls of the pit.",1,small
A Game of Thrones by George R. R. Martin,"The silver horse leapt the flames as if she had wings. When she pulled up before Magister Illyrio, she said, ""Tell Khal Drogo that he has given me the wind."" The fat Pentoshi stroked his yellow beard as he repeated her words in Dothraki, and Dany saw her new husband smile for the first time. The last sliver of sun vanished behind the high walls of Pentos to the west just then.",1,small
A Game of Thrones by George R. R. Martin,"The galley slowed. Another shout. The oars slid back inside the hull. As they thumped against the dock, Tyroshi seamen leapt down to tie up. Moreo came bustling up, all smiles. ""King's Landing, my lady, as you did command, and never has a ship made a swifter or surer passage. Will you be needing assistance to carry your things to the castle?"" ""We shall not be going to the castle.",1,small
A Game of Thrones by George R. R. Martin,""" The three men-at-arms exchanged uncertain looks. ""Our lord is honored by his trust,"" one of them said hesitantly. ""I envy your father all these fine friends,"" Lannister quipped, ""but I do not quite see the purpose of this, Lady Stark."" She ignored him, turning to the large party in blue and grey. They were the heart of the matter; there were more than twenty of them.",1,small
A Game of Thrones by George R. R. Martin,"In the shadow of the wall, farmers stood beside their wagons, bellowing out, ""Apples, the best apples, cheap at twice the price,"" and ""Blood melons, sweet as honey,"" and ""Turnips, onions, roots, here you go here, here you go, turnips, onions, roots, here you go here."" The Mud Gate was open, and a squad of City Watchmen stood under the portcullis in their golden cloaks, leaning on spears.",1,small
A Game of Thrones by George R. R. Martin,"Illyrio whispered to them. ""Those three are Drogo's bloodriders, there,"" he said. ""By the pillar is Khal Moro, with his son Rhogoro. The man with the green beard is brother to the Archon of Tyrosh, and the man behind him is Ser Jorah Mormont."" The last name caught Daenerys. ""A knight?"" ""No less."" Illyrio smiled through his beard. ""Anointed with the seven oils by the High Septon himself."" ""What is he doing here?"" she blurted.",1,small
A Game of Thrones by George R. R. Martin,"No one could move through the woods as silent as Will, and it had not taken the black brothers long to discover his talent. ""The camp is two miles farther on, over that ridge, hard beside a stream,"" Will said. ""I got close as I dared. There's eight of them, men and women both. No children I could see. They put up a lean-to against the rock.",1,small
A Game of Thrones by George R. R. Martin,"The company included more swords than Catelyn would have liked. Three by the fire wore the red stallion badge of the Brackens, and there was a large party in blue steel ringmail and capes of a silvery grey. On their shoulder was another familiar sigil, the twin towers of House Frey. She studied their faces, but they were all too young to have known her.",1,small
A Game of Thrones by George R. R. Martin,"His lord father had come first, escorting the queen. She was as beautiful as men said. A jeweled tiara gleamed amidst her long golden hair, its emeralds a perfect match for the green of her eyes. His father helped her up the steps to the dais and led her to her seat, but the queen never so much as looked at him. Even at fourteen, Jon could see through her smile.",1,small
A Game of Thrones by George R. R. Martin,"We shall be returning to Winterfell."" ""I shall begin making arrangements at once, my lord. We will need a fortnight to ready everything for the journey."" ""We may not have a fortnight. We may not have a day. The king mentioned something about seeing my head on a spike."" Ned frowned. He did not truly believe the king would harm him, not Robert. He was angry now, but once Ned was safely out of sight, his rage would cool as it always did.",1,small
A Game of Thrones by George R. R. Martin,""" ""My daughters . . ."" ""The younger girl escaped Ser Meryn and fled,"" Varys told him. ""I have not been able to find her. Nor have the Lannisters. A kindness, there. Our new king loves her not. Your older girl is still betrothed to Joffrey. Cersei keeps her close. She came to court a few days ago to plead that you be spared.",1,small
A Game of Thrones by George R. R. Martin,"Jon took as much pleasure from Pyp's antics as anyone . . . yet that night he turned away and went instead to the end of the bench, where Samwell Tarly sat alone, as far from the others as he could get. He was finishing the last of the pork pie the cooks had served up for supper when Jon sat down across from him.",1,small
A Game of Thrones by George R. R. Martin,"The Dothraki stared at her with eyes of night, waiting. Khal Drogo laid his hand on Dany's arm. She could feel the tension in his fingers. Even a khal as mighty as Drogo could know fear when the dosh khaleen peered into smoke of the future. At her back, her handmaids fluttered anxiously. Finally the crone opened her eye and lifted her arms. ""I have seen his face, and heard the thunder of his hooves,"" she proclaimed in a thin, wavery voice.",1,small
A Game of Thrones by George R. R. Martin,"She scarcely looked like a woman; tall and lean, with the same hard face as the others, her hair hidden beneath a bowl-shaped halfhelm. The spear she held was eight feet of black oak, tipped in rusted steel. ""Let's have a look,"" said the big bald man. Bran watched him anxiously. The man's clothes were filthy, fallen almost to pieces, patched here with brown and here with blue and there with a dark green, and faded everywhere to grey, but once that cloak might have been black.",1,small
A Game of Thrones by George R. R. Martin,"""He sent the girl away?"" ""He did better than that,"" Tyrion said. ""First he made my brother tell me the truth. The girl was a whore, you see. Jaime arranged the whole affair, the road, the outlaws, all of it. He thought it was time I had a woman. He paid double for a maiden, knowing it would be my first time. ""After Jaime had made his confession, to drive home the lesson, Lord Tywin brought my wife in and gave her to his guards.",1,small
A Game of Thrones by George R. R. Martin,"Mormont stood before the altar, the rainbow shining on his broad bald head. ""You came to us outlaws,"" he began, ""poachers, rapers, debtors, killers, and thieves. You came to us children. You came to us alone, in chains, with neither friends nor honor. You came to us rich, and you came to us poor. Some of you bear the names of proud houses. Others have only bastards' names, or no names at all.",1,small
A Game of Thrones by George R. R. Martin,"Now he commands Eastwatch by the Sea."" ""I don't care,"" Jon said. ""I don't care about them and I don't care about you or Thorne or Benjen Stark or any of it. I hate it here. It's too . . . it's cold."" ""Yes. Cold and hard and mean, that's the Wall, and the men who walk it. Not like the stories your wet nurse told you.",1,small
A Game of Thrones by George R. R. Martin,"Ser Rodrik is feverish from his wounds."" More than once she had feared the gallant old knight would not survive the journey. Toward the end he could scarcely sit his horse, and Bronn had urged her to leave him to his fate, but Catelyn would not hear of it. They had tied him in the saddle instead, and she had commanded Marillion the singer to watch over him.",1,small
A Game of Thrones by George R. R. Martin,"""The real message is in what Sansa does not say. All this about how kindly and gently the Lannisters are treating her . . . I know the sound of a threat, even whispered. They have Sansa hostage, and they mean to keep her."" ""There's no mention of Arya,"" Robb pointed out, miserable. ""No."" Catelyn did not want to think what that might mean, not now, not here.",1,small
A Game of Thrones by George R. R. Martin,"""Enough, Sansa. More of that and you will change my mind. I am weary unto death of this endless war you two are fighting. You are sisters. I expect you to behave like sisters, is that understood?"" Sansa bit her lip and nodded. Arya lowered her face to stare sullenly at her plate. She could feel tears stinging her eyes. She rubbed them away angrily, determined not to cry.",1,small
A Game of Thrones by George R. R. Martin,"""But he never . . . I don't . . . Your Grace, I wouldn't know what to say . . ."" The queen patted her hand. ""We will tell you what to write, child. The important thing is that you urge Lady Catelyn and your brother to keep the king's peace."" ""It will go hard for them if they don't,"" said Grand Maester Pycelle.",1,small
A Game of Thrones by George R. R. Martin,"""So he will. Perhaps they will teach him a lesson. Ned, see that your daughter is disciplined. I will do the same with my son."" ""Gladly, Your Grace,"" Ned said with vast relief. Robert started to walk away, but the queen was not done. ""And what of the direwolf?"" she called after him. ""What of the beast that savaged your son?"" The king stopped, turned back, frowned.",1,small
A Game of Thrones by George R. R. Martin,"Nor is your sister alone in wondering at the manner of the Hand's death. None dare say Jon was murdered, not openly, but suspicion casts a long shadow."" He gave Catelyn a look, his mouth tight. ""And there is the boy."" ""The boy? What of him?"" She ducked her head as they passed under a low overhang of rock, and around a sharp turn.",1,small
A Game of Thrones by George R. R. Martin,"The boy dropped the pitchfork and made a soft noise, something between a gasp and a sigh. His hands closed around the blade. ""Oh, gods,"" he moaned, as his undertunic began to redden. ""Take it out."" When she took it out, he died. The horses were screaming. Arya stood over the body, still and frightened in the face of death. Blood had gushed from the boy's mouth as he collapsed, and more was seeping from the slit in his belly, pooling beneath his body.",1,small
A Game of Thrones by George R. R. Martin,"You would do well to listen, my lady. I shall say this only once. When the king returns from his hunt, I intend to lay the truth before him. You must be gone by then. You and your children, all three, and not to Casterly Rock. If I were you, I should take ship for the Free Cities, or even farther, to the Summer Isles or the Port of Ibben.",1,small
A Game of Thrones by George R. R. Martin,"Renly had seemed anxious to know if the girl reminded him of anyone, and when Ned had no answer but a shrug, he had seemed disappointed. The maid was Loras Tyrell's sister Margaery, he'd confessed, but there were those who said she looked like Lyanna. ""No,"" Ned had told him, bemused. Could it be that Lord Renly, who looked so like a young Robert, had conceived a passion for a girl he fancied to be a young Lyanna?",1,small
A Game of Thrones by George R. R. Martin,"""I want to hear what she says."" ""Thank you, Your Grace."" Sansa smiled, a shy secret smile, just for him. He was listening. She knew he would. ""Treason is a noxious weed,"" Pycelle declared solemnly. ""It must be torn up, root and stem and seed, lest new traitors sprout from every roadside."" ""Do you deny your father's crime?"" Lord Baelish asked. ""No, my lords."" Sansa knew better than that.",1,small
A Game of Thrones by George R. R. Martin,"""This tourney is an extravagance the realm cannot afford."" ""Speak to him as you will,"" Lord Renly said, ""we had still best make our plans."" ""Another day,"" Ned said. Perhaps too sharply, from the looks they gave him. He would have to remember that he was no longer in Winterfell, where only the king stood higher; here, he was but first among equals. ""Forgive me, my lords,"" he said in a softer tone.",1,small
A Game of Thrones by George R. R. Martin,"You have nothing to give us but your lives. How would you like to die, Tyrion son of Tywin?"" ""In my own bed, with a belly full of wine and a maiden's mouth around my cock, at the age of eighty,"" he replied. The huge one, Shagga, laughed first and loudest. The others seemed less amused. ""Conn, take their horses,"" Gunthor commanded. ""Kill the other and seize the halfinan.",1,small
A Game of Thrones by George R. R. Martin,"Perhaps the old gods will."" ""As you wish, boy,"" Mormont said. Sam took his seat again, as did Jon. ""We have placed each of you in an order, as befits our need and your own strengths and skills."" Bowen Marsh stepped forward and handed him a paper. The Lord Commander unrolled it and began to read. ""Haider, to the builders,"" he began. Haider gave a stiff nod of approval.",1,small
A Game of Thrones by George R. R. Martin,"Ned did not like to think on that. ""Here,"" he told his king. Robert nodded silently, knelt, and bowed his head. There were three tombs, side by side. Lord Rickard Stark, Ned's father, had a long, stern face. The stonemason had known him well. He sat with quiet dignity, stone fingers holding tight to the sword across his lap, but in life all swords had failed him.",1,small
A Game of Thrones by George R. R. Martin,"The king eats, they say, and the Hand takes the shit."" He threw back his head and roared his laughter. The echoes rang through the darkness, and all around them the dead of Winterfell seemed to watch with cold and disapproving eyes. Finally the laughter dwindled and stopped. Ned was still on one knee, his eyes upraised. ""Damn it, Ned,"" the king complained. ""You might at least humor me with a smile."" ""They say it grows so cold up here in winter that a man's laughter freezes in his throat and chokes him to death,"" Ned said evenly.",1,small
A Game of Thrones by George R. R. Martin,"Maester Aemon listened silently, blind eyes fixed on the fire, but Chett's face darkened with each word. ""Without us to keep him safe, Sam will have no chance,"" Jon finished. ""He's hopeless with a sword. My sister Arya could tear him apart, and she's not yet ten. If Ser Alliser makes him fight, it's only a matter of time before he's hurt or killed."" Chett could stand no more.",1,small
1984 by George Orwell,"O'Brien had sat down beside the bed, so that his face was almost on a level with Winston's. 'Three thousand,' he said, speaking over Winston's head to the man in the white coat. Two soft pads, which felt slightly moist, clamped themselves against Winston's temples. He quailed. There was pain coming, a new kind of pain. O'Brien laid a hand reassuringly, almost kindly, on his. 'This time it will not hurt,' he said. 'Keep your eyes fixed on mine.' At this moment there was a devastating explosion, or what seemed like an explosion, though it was not certain whether there was any noise.",1,medium
1984 by George Orwell,"The future belonged to the proles. And could he be sure that when their time came the world they constructed would not be just as alien to him, Winston Smith, as the world of the Party? Yes, because at the least it would be a world of sanity. Where there is equality there can be sanity. Sooner or later it would happen, strength would change into consciousness. The proles were immortal, you could not doubt it when you looked at that valiant figure in the yard. In the end their awakening would come. And until that happened, though it might be a thousand years, they would stay alive against all the odds, like birds, passing on from body to body the vitality which the Party did not share and could not kill.",1,medium
1984 by George Orwell,"'""Who controls the present controls the past,""' said O'Brien, nodding his head with slow approval. 'Is it your opinion, Winston, that the past has real existence?' Again the feeling of helplessness descended upon Winston. His eyes flitted towards the dial. He not only did not know whether 'yes' or 'no' was the answer that would save him from pain; he did not even know which answer he believed to be the true one. O'Brien smiled faintly. 'You are no metaphysician, Winston,' he said. 'Until this moment you had never considered what is meant by existence. I will put it more precisely.",1,medium
1984 by George Orwell,"When his father disappeared, his mother did not show any surprise or any violent grief, but a sudden change came over her. She seemed to have become completely spiritless. It was evident even to Winston that she was waiting for something that she knew must happen. She did everything that was needed--cooked, washed, mended, made the bed, swept the floor, dusted the mantelpiece--always very slowly and with a curious lack of superfluous motion, like an artist's lay-figure moving of its own accord. Her large shapely body seemed to relapse naturally into stillness. For hours at a time she would sit almost immobile on the bed, nursing his young sister, a tiny, ailing, very silent child of two or three, with a face made simian by thinness.",1,medium
1984 by George Orwell,"'It's all off,' she murmured as soon as she judged it safe to speak. 'Tomorrow, I mean.' 'What?' 'Tomorrow afternoon. I can't come.' 'Why not?' 'Oh, the usual reason. It's started early this time.' For a moment he was violently angry. During the month that he had known her the nature of his desire for her had changed. At the beginning there had been little true sensuality in it. Their first love-making had been simply an act of the will. But after the second time it was different. The smell of her hair, the taste of her mouth, the feeling of her skin seemed to have got inside him, or into the air all round him.",1,medium
1984 by George Orwell,"There was no enquiry he could make. She might have been vaporized, she might have committed suicide, she might have been transferred to the other end of Oceania: worst and likeliest of all, she might simply have changed her mind and decided to avoid him. The next day she reappeared. Her arm was out of the sling and she had a band of sticking-plaster round her wrist. The relief of seeing her was so great that he could not resist staring directly at her for several seconds. On the following day he very nearly succeeded in speaking to her. When he came into the canteen she was sitting at a table well out from the wall, and was quite alone.",1,medium
1984 by George Orwell,"Throughout that time he had been intending to alter the name over the window, but had never quite got to the point of doing it. All the while that they were talking the half-remembered rhyme kept running through Winston's head. Oranges and lemons say the bells of St Clement's, You owe me three farthings, say the bells of St Martin's! It was curious, but when you said it to yourself you had the illusion of actually hearing bells, the bells of a lost London that still existed somewhere or other, disguised and forgotten. From one ghostly steeple after another he seemed to hear them pealing forth.",1,medium
1984 by George Orwell,"But he had not gone six steps down the passage when something hit the back of his neck an agonizingly painful blow. It was as though a red-hot wire had been jabbed into him. He spun round just in time to see Mrs Parsons dragging her son back into the doorway while the boy pocketed a catapult. 'Goldstein!' bellowed the boy as the door closed on him. But what most struck Winston was the look of helpless fright on the woman's greyish face. Back in the flat he stepped quickly past the telescreen and sat down at the table again, still rubbing his neck.",1,medium
1984 by George Orwell,"Suppose that we quicken the tempo of human life till men are senile at thirty. Still what difference would it make? Can you not understand that the death of the individual is not death? The party is immortal.' As usual, the voice had battered Winston into helplessness. Moreover he was in dread that if he persisted in his disagreement O'Brien would twist the dial again. And yet he could not keep silent. Feebly, without arguments, with nothing to support him except his inarticulate horror of what O'Brien had said, he returned to the attack. 'I don't know--I don't care. Somehow you will fail.",1,medium
1984 by George Orwell,"Since he was arrested he had not been fed. He sat as still as he could on the narrow bench, with his hands crossed on his knee. He had already learned to sit still. If you made unexpected movements they yelled at you from the telescreen. But the craving for food was growing upon him. What he longed for above all was a piece of bread. He had an idea that there were a few breadcrumbs in the pocket of his overalls. It was even possible--he thought this because from time to time something seemed to tickle his leg--that there might be a sizeable bit of crust there.",1,medium
1984 by George Orwell,"O'Brien made a small impatient gesture, as though to say that the demonstration was hardly worth making. Then he turned a switch and the voices stopped. 'Get up from that bed,' he said. The bonds had loosened themselves. Winston lowered himself to the floor and stood up unsteadily. 'You are the last man,' said O'Brien. 'You are the guardian of the human spirit. You shall see yourself as you are. Take off your clothes.' Winston undid the bit of string that held his overalls together. The zip fastener had long since been wrenched out of them. He could not remember whether at any time since his arrest he had taken off all his clothes at one time.",1,medium
1984 by George Orwell,"then there was a wonderful shot of a child's arm going up up up right up into the air a helicopter with a camera in its nose must have followed it up and there was a lot of applause from the party seats but a woman down in the prole part of the house suddenly started kicking up a fuss and shouting they didnt oughter of showed it not in front of kids they didnt it aint right not in front of kids it aint until the police turned her turned her out i dont suppose anything happened to her nobody cares what the proles say typical prole reaction they never---- Winston stopped writing, partly because he was suffering from cramp.",1,medium
1984 by George Orwell,"There were times when it went on and on until the cruel, wicked, unforgivable thing seemed to him not that the guards continued to beat him but that he could not force hirnself into losing consciousness. There were times when his nerve so forsook him that he began shouting for mercy even before the beating began, when the mere sight of a fist drawn back for a blow was enough to make him pour forth a confession of real and imaginary crimes. There were other times when he started out with the resolve of confessing nothing, when every word had to be forced out of him between gasps of pain, and there were times when he feebly tried to compromise, when he said to himself: 'I will confess, but not yet.",1,medium
1984 by George Orwell,"but in the final version of Newspeak there'll be nothing else. In the end the whole notion of goodness and badness will be covered by only six words--in reality, only one word. Don't you see the beauty of that, Winston? It was B.B.'s idea originally, of course,' he added as an afterthought. A sort of vapid eagerness flitted across Winston's face at the mention of Big Brother. Nevertheless Syme immediately detected a certain lack of enthusiasm. 'You haven't a real appreciation of Newspeak, Winston,' he said almost sadly. 'Even when you write it you're still thinking in Oldspeak. I've read some of those pieces that you write in ""The Times"" occasionally.",1,medium
1984 by George Orwell,"He could feel the short springy turf under his feet and the gentle sunshine on his face. At the edge of the field were the elm trees, faintly stirring, and somewhere beyond that was the stream where the dace lay in the green pools under the willows. Suddenly he started up with a shock of horror. The sweat broke out on his backbone. He had heard himself cry aloud: 'Julia! Julia! Julia, my love! Julia!' For a moment he had had an overwhelming hallucination of her presence. She had seemed to be not merely with him, but inside him. It was as though she had got into the texture of his skin.",1,medium
1984 by George Orwell,"They did not speak again. She did not actually try to shake him off, but walked at just such a speed as to prevent his keeping abreast of her. He had made up his mind that he would accompany her as far as the Tube station, but suddenly this process of trailing along in the cold seemed pointless and unbearable. He was overwhelmed by a desire not so much to get away from Julia as to get back to the Chestnut Tree Cafe, which had never seemed so attractive as at this moment. He had a nostalgic vision of his corner table, with the newspaper and the chessboard and the ever-flowing gin.",1,medium
1984 by George Orwell,"Under the window somebody was singing. Winston peeped out, secure in the protection of the muslin curtain. The June sun was still high in the sky, and in the sun-filled court below, a monstrous woman, solid as a Norman pillar, with brawny red forearms and a sacking apron strapped about her middle, was stumping to and fro between a washtub and a clothes line, pegging out a series of square white things which Winston recognized as babies' diapers. Whenever her mouth was not corked with clothes pegs she was singing in a powerful contralto: It was only an 'opeless fancy. It passed like an Ipril dye, But a look an' a word an' the dreams they stirred! They 'ave stolen my 'eart awye! The tune had been haunting London for weeks past.",1,medium
